order_id;item_id;product_id;quantity;list_price;discount;;;;;;2.285.419,32;; 14.874.687,18 
708;3;34;2;469,99;0,2;;;;;;;;
709;1;55;2;2699,99;0,05;;;;;;;;
709;2;101;2;339,99;0,07;;;;;;;;
709;3;48;1;1499,99;0,07;;;;;;;;
710;1;42;1;2299,99;0,05;;;;;;;;
710;2;60;2;1559,99;0,2;;;;;;;;
710;3;39;2;1499,99;0,2;;;;;;;;
710;4;57;1;1999,99;0,2;;;;;;;;
710;5;28;1;2499,99;0,05;;;;;;;;
711;1;5;2;1320,99;0,05;;;;;;;;
711;2;95;2;299,99;0,2;;;;;;;;
711;3;72;2;619,99;0,05;;;;;;;;
712;1;44;2;539,99;0,2;;;;;;;;
712;2;74;2;439,99;0,1;;;;;;;;
712;3;35;1;832,99;0,2;;;;;;;;
712;4;76;1;299,99;0,2;;;;;;;;
712;5;4;2;2899,99;0,05;;;;;;;;
713;1;93;2;209,99;0,2;;;;;;;;
713;2;97;2;349,99;0,1;;;;;;;;
713;3;53;1;749,99;0,07;;;;;;;;
713;4;108;2;449,99;0,07;;;;;;;;
714;1;92;2;209,99;0,2;;;;;;;;
715;1;61;2;4999,99;0,1;;;;;;;;
715;2;50;1;5999,99;0,2;;;;;;;;
716;1;111;2;470,99;0,1;;;;;;;;
716;2;93;2;209,99;0,07;;;;;;;;
716;3;79;1;402,99;0,1;;;;;;;;
716;4;4;2;2899,99;0,05;;;;;;;;
717;1;56;2;5499,99;0,05;;;;;;;;
717;2;93;1;209,99;0,2;;;;;;;;
718;1;92;2;209,99;0,07;;;;;;;;
718;2;40;2;4999,99;0,07;;;;;;;;
718;3;64;2;489,99;0,1;;;;;;;;
719;1;100;1;489,99;0,2;;;;;;;;
720;1;111;1;470,99;0,07;;;;;;;;
720;2;6;1;469,99;0,1;;;;;;;;
721;1;45;2;869,99;0,07;;;;;;;;
721;2;102;1;489,99;0,1;;;;;;;;
721;3;73;2;749,99;0,05;;;;;;;;
721;4;33;1;469,99;0,2;;;;;;;;
722;1;22;2;269,99;0,07;;;;;;;;
722;2;3;1;999,99;0,05;;;;;;;;
722;3;104;2;481,99;0,1;;;;;;;;
723;1;24;2;549,99;0,07;;;;;;;;
723;2;16;1;599,99;0,05;;;;;;;;
723;3;108;1;449,99;0,07;;;;;;;;
724;1;23;1;299,99;0,05;;;;;;;;
724;2;75;1;599,99;0,2;;;;;;;;
724;3;102;1;489,99;0,05;;;;;;;;
724;4;55;1;2699,99;0,2;;;;;;;;
725;1;90;1;209,99;0,1;;;;;;;;
725;2;91;1;349,99;0,05;;;;;;;;
725;3;77;2;799,99;0,07;;;;;;;;
725;4;62;2;3499,99;0,1;;;;;;;;
726;1;64;1;489,99;0,2;;;;;;;;
727;1;78;1;647,99;0,07;;;;;;;;
727;2;82;2;659,99;0,05;;;;;;;;
728;1;70;1;659,99;0,05;;;;;;;;
728;2;56;1;5499,99;0,1;;;;;;;;
728;3;91;1;349,99;0,1;;;;;;;;
728;4;58;1;4999,99;0,07;;;;;;;;
729;1;101;2;339,99;0,1;;;;;;;;
730;1;59;2;2599,99;0,05;;;;;;;;
730;2;79;1;402,99;0,1;;;;;;;;
730;3;96;2;349,99;0,07;;;;;;;;
730;4;13;1;269,99;0,1;;;;;;;;
731;1;91;1;349,99;0,05;;;;;;;;
731;2;49;1;3499,99;0,2;;;;;;;;
731;3;67;2;250,99;0,2;;;;;;;;
731;4;29;1;999,99;0,2;;;;;;;;
732;1;47;1;5299,99;0,07;;;;;;;;
732;2;4;2;2899,99;0,07;;;;;;;;
733;1;84;1;109,99;0,05;;;;;;;;
733;2;55;1;2699,99;0,2;;;;;;;;
733;3;102;2;489,99;0,1;;;;;;;;
734;1;26;1;599,99;0,2;;;;;;;;
734;2;3;1;999,99;0,05;;;;;;;;
734;3;84;2;109,99;0,2;;;;;;;;
734;4;65;2;346,99;0,1;;;;;;;;
735;1;71;2;416,99;0,1;;;;;;;;
735;2;10;2;1549;0,07;;;;;;;;
736;1;56;2;5499,99;0,05;;;;;;;;
736;2;17;1;429;0,1;;;;;;;;
736;3;62;2;3499,99;0,2;;;;;;;;
737;1;52;1;875,99;0,05;;;;;;;;
737;2;19;2;449;0,07;;;;;;;;
737;3;77;2;799,99;0,07;;;;;;;;
737;4;34;1;469,99;0,2;;;;;;;;
738;1;82;2;659,99;0,07;;;;;;;;
738;2;38;2;549,99;0,2;;;;;;;;
738;3;25;1;499,99;0,1;;;;;;;;
738;4;63;1;3499,99;0,07;;;;;;;;
739;1;3;1;999,99;0,2;;;;;;;;
740;1;81;1;1099,99;0,05;;;;;;;;
740;2;94;2;249,99;0,2;;;;;;;;
740;3;11;1;1680,99;0,2;;;;;;;;
740;4;19;1;449;0,2;;;;;;;;
740;5;12;2;549,99;0,07;;;;;;;;
741;1;58;1;4999,99;0,05;;;;;;;;
741;2;76;1;299,99;0,07;;;;;;;;
741;3;21;2;269,99;0,07;;;;;;;;
741;4;56;2;5499,99;0,05;;;;;;;;
742;1;107;2;416,99;0,05;;;;;;;;
742;2;45;1;869,99;0,07;;;;;;;;
743;1;80;1;761,99;0,05;;;;;;;;
744;1;33;2;469,99;0,2;;;;;;;;
745;1;95;2;299,99;0,05;;;;;;;;
745;2;22;2;269,99;0,2;;;;;;;;
745;3;78;1;647,99;0,1;;;;;;;;
746;1;99;1;299,99;0,1;;;;;;;;
747;1;110;1;470,99;0,07;;;;;;;;
747;2;86;1;149,99;0,2;;;;;;;;
747;3;33;2;469,99;0,1;;;;;;;;
747;4;81;1;1099,99;0,07;;;;;;;;
748;1;16;2;599,99;0,1;;;;;;;;
748;2;83;2;149,99;0,05;;;;;;;;
748;3;41;1;1469,99;0,07;;;;;;;;
748;4;35;2;832,99;0,2;;;;;;;;
749;1;9;1;2999,99;0,2;;;;;;;;
749;2;28;1;2499,99;0,05;;;;;;;;
749;3;79;1;402,99;0,2;;;;;;;;
749;4;24;1;549,99;0,05;;;;;;;;
749;5;40;1;4999,99;0,07;;;;;;;;
750;1;72;1;619,99;0,05;;;;;;;;
750;2;78;2;647,99;0,1;;;;;;;;
751;1;45;2;869,99;0,05;;;;;;;;
752;1;12;2;549,99;0,05;;;;;;;;
752;2;31;2;1632,99;0,05;;;;;;;;
753;1;105;2;533,99;0,07;;;;;;;;
753;2;7;2;3999,99;0,2;;;;;;;;
753;3;36;2;832,99;0,1;;;;;;;;
753;4;95;1;299,99;0,07;;;;;;;;
753;5;66;1;250,99;0,2;;;;;;;;
754;1;74;2;439,99;0,07;;;;;;;;
754;2;12;2;549,99;0,07;;;;;;;;
754;3;3;1;999,99;0,05;;;;;;;;
754;4;67;2;250,99;0,05;;;;;;;;
754;5;7;1;3999,99;0,2;;;;;;;;
755;1;80;2;761,99;0,07;;;;;;;;
755;2;43;2;5299,99;0,05;;;;;;;;
755;3;57;2;1999,99;0,1;;;;;;;;
756;1;64;1;489,99;0,1;;;;;;;;
756;2;17;2;429;0,05;;;;;;;;
757;1;95;1;299,99;0,1;;;;;;;;
758;1;22;2;269,99;0,07;;;;;;;;
758;2;99;1;299,99;0,1;;;;;;;;
758;3;27;1;999,99;0,07;;;;;;;;
758;4;65;2;346,99;0,07;;;;;;;;
758;5;109;1;416,99;0,2;;;;;;;;
759;1;93;2;209,99;0,05;;;;;;;;
759;2;78;1;647,99;0,07;;;;;;;;
760;1;21;2;269,99;0,07;;;;;;;;
760;2;29;2;999,99;0,07;;;;;;;;
761;1;43;1;5299,99;0,07;;;;;;;;
761;2;52;2;875,99;0,2;;;;;;;;
762;1;102;2;489,99;0,05;;;;;;;;
763;1;90;1;209,99;0,07;;;;;;;;
763;2;103;1;551,99;0,1;;;;;;;;
764;1;55;1;2699,99;0,07;;;;;;;;
764;2;95;2;299,99;0,05;;;;;;;;
764;3;81;2;1099,99;0,07;;;;;;;;
765;1;28;2;2499,99;0,2;;;;;;;;
765;2;12;1;549,99;0,07;;;;;;;;
765;3;25;1;499,99;0,2;;;;;;;;
765;4;53;1;749,99;0,2;;;;;;;;
765;5;65;1;346,99;0,05;;;;;;;;
766;1;111;1;470,99;0,2;;;;;;;;
767;1;63;1;3499,99;0,1;;;;;;;;
767;2;29;1;999,99;0,07;;;;;;;;
767;3;41;2;1469,99;0,05;;;;;;;;
767;4;77;2;799,99;0,05;;;;;;;;
768;1;31;1;1632,99;0,2;;;;;;;;
768;2;76;1;299,99;0,2;;;;;;;;
769;1;8;1;1799,99;0,1;;;;;;;;
769;2;6;2;469,99;0,05;;;;;;;;
769;3;36;2;832,99;0,07;;;;;;;;
770;1;110;1;470,99;0,05;;;;;;;;
770;2;42;1;2299,99;0,2;;;;;;;;
770;3;103;1;551,99;0,2;;;;;;;;
770;4;11;2;1680,99;0,05;;;;;;;;
771;1;13;2;269,99;0,2;;;;;;;;
771;2;88;1;189,99;0,2;;;;;;;;
772;1;103;1;551,99;0,07;;;;;;;;
773;1;92;1;209,99;0,1;;;;;;;;
773;2;14;1;269,99;0,05;;;;;;;;
773;3;17;2;429;0,2;;;;;;;;
773;4;33;2;469,99;0,07;;;;;;;;
774;1;65;1;346,99;0,05;;;;;;;;
774;2;36;2;832,99;0,05;;;;;;;;
774;3;20;1;599,99;0,2;;;;;;;;
774;4;73;1;749,99;0,05;;;;;;;;
774;5;58;2;4999,99;0,1;;;;;;;;
775;1;39;1;1499,99;0,07;;;;;;;;
776;1;28;1;2499,99;0,2;;;;;;;;
776;2;42;2;2299,99;0,2;;;;;;;;
776;3;71;1;416,99;0,1;;;;;;;;
776;4;35;1;832,99;0,1;;;;;;;;
777;1;5;1;1320,99;0,2;;;;;;;;
777;2;7;2;3999,99;0,2;;;;;;;;
777;3;2;1;749,99;0,2;;;;;;;;
778;1;64;1;489,99;0,1;;;;;;;;
778;2;85;1;329,99;0,05;;;;;;;;
779;1;101;1;339,99;0,05;;;;;;;;
779;2;90;2;209,99;0,2;;;;;;;;
779;3;47;1;5299,99;0,2;;;;;;;;
779;4;8;1;1799,99;0,2;;;;;;;;
779;5;85;1;329,99;0,2;;;;;;;;
780;1;32;1;469,99;0,1;;;;;;;;
781;1;109;2;416,99;0,05;;;;;;;;
781;2;7;2;3999,99;0,2;;;;;;;;
781;3;57;2;1999,99;0,1;;;;;;;;
782;1;20;2;599,99;0,07;;;;;;;;
782;2;57;1;1999,99;0,07;;;;;;;;
782;3;99;1;299,99;0,07;;;;;;;;
782;4;16;2;599,99;0,2;;;;;;;;
783;1;92;1;209,99;0,2;;;;;;;;
783;2;22;2;269,99;0,05;;;;;;;;
783;3;94;1;249,99;0,05;;;;;;;;
783;4;29;1;999,99;0,1;;;;;;;;
784;1;22;1;269,99;0,07;;;;;;;;
784;2;72;2;619,99;0,1;;;;;;;;
784;3;16;1;599,99;0,2;;;;;;;;
785;1;59;2;2599,99;0,2;;;;;;;;
785;2;40;1;4999,99;0,07;;;;;;;;
785;3;25;1;499,99;0,07;;;;;;;;
786;1;80;1;761,99;0,05;;;;;;;;
787;1;51;2;6499,99;0,07;;;;;;;;
787;2;66;2;250,99;0,1;;;;;;;;
788;1;48;1;1499,99;0,2;;;;;;;;
788;2;19;1;449;0,1;;;;;;;;
788;3;13;1;269,99;0,05;;;;;;;;
789;1;100;2;489,99;0,2;;;;;;;;
789;2;93;2;209,99;0,07;;;;;;;;
790;1;62;2;3499,99;0,07;;;;;;;;
790;2;91;1;349,99;0,1;;;;;;;;
791;1;54;1;3199,99;0,2;;;;;;;;
791;2;25;2;499,99;0,07;;;;;;;;
792;1;16;2;599,99;0,2;;;;;;;;
792;2;39;1;1499,99;0,2;;;;;;;;
792;3;56;1;5499,99;0,2;;;;;;;;
792;4;30;1;999,99;0,05;;;;;;;;
792;5;2;1;749,99;0,2;;;;;;;;
793;1;60;1;1559,99;0,05;;;;;;;;
793;2;95;2;299,99;0,05;;;;;;;;
793;3;75;2;599,99;0,05;;;;;;;;
794;1;41;2;1469,99;0,05;;;;;;;;
794;2;68;1;449,99;0,2;;;;;;;;
794;3;17;1;429;0,07;;;;;;;;
794;4;28;1;2499,99;0,1;;;;;;;;
795;1;95;2;299,99;0,05;;;;;;;;
795;2;99;2;299,99;0,05;;;;;;;;
796;1;6;2;469,99;0,2;;;;;;;;
797;1;11;1;1680,99;0,07;;;;;;;;
797;2;69;1;416,99;0,05;;;;;;;;
797;3;74;1;439,99;0,1;;;;;;;;
797;4;54;2;3199,99;0,05;;;;;;;;
797;5;62;2;3499,99;0,1;;;;;;;;
798;1;23;1;299,99;0,1;;;;;;;;
798;2;90;1;209,99;0,05;;;;;;;;
798;3;91;2;349,99;0,07;;;;;;;;
798;4;42;1;2299,99;0,2;;;;;;;;
798;5;26;2;599,99;0,05;;;;;;;;
799;1;5;2;1320,99;0,1;;;;;;;;
799;2;34;2;469,99;0,05;;;;;;;;
799;3;29;2;999,99;0,07;;;;;;;;
799;4;63;1;3499,99;0,1;;;;;;;;
799;5;58;2;4999,99;0,07;;;;;;;;
800;1;65;2;346,99;0,1;;;;;;;;
800;2;54;1;3199,99;0,07;;;;;;;;
800;3;6;2;469,99;0,05;;;;;;;;
800;4;52;1;875,99;0,1;;;;;;;;
800;5;95;2;299,99;0,05;;;;;;;;
801;1;101;1;339,99;0,07;;;;;;;;
802;1;30;1;999,99;0,05;;;;;;;;
802;2;36;2;832,99;0,2;;;;;;;;
802;3;40;1;4999,99;0,1;;;;;;;;
802;4;28;1;2499,99;0,05;;;;;;;;
803;1;111;1;470,99;0,07;;;;;;;;
803;2;52;2;875,99;0,05;;;;;;;;
803;3;102;1;489,99;0,07;;;;;;;;
803;4;83;2;149,99;0,05;;;;;;;;
804;1;89;2;209,99;0,2;;;;;;;;
804;2;53;1;749,99;0,07;;;;;;;;
804;3;50;2;5999,99;0,05;;;;;;;;
805;1;24;1;549,99;0,05;;;;;;;;
805;2;33;2;469,99;0,2;;;;;;;;
805;3;62;2;3499,99;0,2;;;;;;;;
805;4;32;1;469,99;0,07;;;;;;;;
805;5;6;2;469,99;0,05;;;;;;;;
806;1;93;2;209,99;0,1;;;;;;;;
806;2;97;1;349,99;0,2;;;;;;;;
806;3;77;2;799,99;0,1;;;;;;;;
806;4;82;2;659,99;0,2;;;;;;;;
806;5;91;2;349,99;0,07;;;;;;;;
807;1;21;2;269,99;0,2;;;;;;;;
807;2;6;1;469,99;0,07;;;;;;;;
807;3;3;2;999,99;0,07;;;;;;;;
807;4;9;2;2999,99;0,2;;;;;;;;
807;5;16;1;599,99;0,2;;;;;;;;
808;1;96;2;349,99;0,05;;;;;;;;
808;2;18;1;449;0,05;;;;;;;;
808;3;85;1;329,99;0,05;;;;;;;;
808;4;19;2;449;0,05;;;;;;;;
809;1;78;1;647,99;0,1;;;;;;;;
809;2;26;1;599,99;0,2;;;;;;;;
809;3;92;2;209,99;0,1;;;;;;;;
810;1;103;2;551,99;0,05;;;;;;;;
810;2;100;1;489,99;0,2;;;;;;;;
810;3;56;1;5499,99;0,05;;;;;;;;
810;4;22;1;269,99;0,2;;;;;;;;
811;1;45;2;869,99;0,07;;;;;;;;
811;2;54;1;3199,99;0,2;;;;;;;;
811;3;70;1;659,99;0,07;;;;;;;;
811;4;66;1;250,99;0,1;;;;;;;;
812;1;76;2;299,99;0,1;;;;;;;;
812;2;40;1;4999,99;0,2;;;;;;;;
813;1;96;2;349,99;0,1;;;;;;;;
813;2;85;2;329,99;0,2;;;;;;;;
813;3;33;2;469,99;0,2;;;;;;;;
813;4;26;2;599,99;0,07;;;;;;;;
813;5;71;2;416,99;0,05;;;;;;;;
814;1;69;2;416,99;0,1;;;;;;;;
814;2;100;1;489,99;0,1;;;;;;;;
814;3;65;1;346,99;0,2;;;;;;;;
814;4;83;2;149,99;0,05;;;;;;;;
815;1;105;2;533,99;0,2;;;;;;;;
815;2;102;2;489,99;0,2;;;;;;;;
815;3;87;2;189,99;0,1;;;;;;;;
815;4;23;1;299,99;0,07;;;;;;;;
816;1;75;2;599,99;0,1;;;;;;;;
816;2;64;2;489,99;0,2;;;;;;;;
817;1;85;1;329,99;0,05;;;;;;;;
817;2;105;2;533,99;0,07;;;;;;;;
817;3;48;2;1499,99;0,05;;;;;;;;
818;1;103;1;551,99;0,05;;;;;;;;
818;2;44;2;539,99;0,07;;;;;;;;
818;3;19;2;449;0,05;;;;;;;;
818;4;48;2;1499,99;0,05;;;;;;;;
819;1;94;1;249,99;0,2;;;;;;;;
820;1;107;1;416,99;0,05;;;;;;;;
821;1;102;1;489,99;0,07;;;;;;;;
821;2;70;2;659,99;0,2;;;;;;;;
821;3;6;1;469,99;0,2;;;;;;;;
821;4;107;1;416,99;0,05;;;;;;;;
822;1;53;1;749,99;0,05;;;;;;;;
822;2;72;1;619,99;0,2;;;;;;;;
823;1;56;2;5499,99;0,07;;;;;;;;
823;2;86;2;149,99;0,2;;;;;;;;
823;3;81;1;1099,99;0,2;;;;;;;;
824;1;92;2;209,99;0,1;;;;;;;;
825;1;19;1;449;0,1;;;;;;;;
825;2;30;2;999,99;0,2;;;;;;;;
826;1;45;2;869,99;0,2;;;;;;;;
826;2;36;1;832,99;0,1;;;;;;;;
827;1;43;1;5299,99;0,05;;;;;;;;
827;2;41;1;1469,99;0,2;;;;;;;;
827;3;28;1;2499,99;0,2;;;;;;;;
827;4;108;1;449,99;0,2;;;;;;;;
828;1;25;2;499,99;0,2;;;;;;;;
828;2;24;1;549,99;0,2;;;;;;;;
828;3;55;2;2699,99;0,07;;;;;;;;
829;1;103;1;551,99;0,2;;;;;;;;
829;2;105;2;533,99;0,1;;;;;;;;
830;1;85;2;329,99;0,2;;;;;;;;
830;2;100;2;489,99;0,07;;;;;;;;
830;3;96;2;349,99;0,2;;;;;;;;
831;1;67;1;250,99;0,2;;;;;;;;
831;2;11;1;1680,99;0,2;;;;;;;;
831;3;68;1;449,99;0,1;;;;;;;;
832;1;54;1;3199,99;0,05;;;;;;;;
832;2;45;1;869,99;0,2;;;;;;;;
832;3;27;1;999,99;0,07;;;;;;;;
832;4;16;2;599,99;0,1;;;;;;;;
833;1;20;2;599,99;0,05;;;;;;;;
834;1;54;1;3199,99;0,07;;;;;;;;
834;2;21;1;269,99;0,05;;;;;;;;
834;3;78;1;647,99;0,2;;;;;;;;
835;1;65;2;346,99;0,07;;;;;;;;
835;2;82;1;659,99;0,2;;;;;;;;
835;3;2;1;749,99;0,05;;;;;;;;
836;1;108;2;449,99;0,2;;;;;;;;
837;1;51;1;6499,99;0,05;;;;;;;;
837;2;97;1;349,99;0,1;;;;;;;;
837;3;87;2;189,99;0,2;;;;;;;;
838;1;28;1;2499,99;0,1;;;;;;;;
838;2;10;1;1549;0,1;;;;;;;;
838;3;100;2;489,99;0,05;;;;;;;;
838;4;65;2;346,99;0,07;;;;;;;;
839;1;55;1;2699,99;0,07;;;;;;;;
839;2;85;1;329,99;0,1;;;;;;;;
839;3;58;2;4999,99;0,05;;;;;;;;
840;1;27;1;999,99;0,07;;;;;;;;
840;2;43;1;5299,99;0,07;;;;;;;;
840;3;106;2;449,99;0,2;;;;;;;;
841;1;22;2;269,99;0,1;;;;;;;;
841;2;9;1;2999,99;0,2;;;;;;;;
841;3;11;1;1680,99;0,2;;;;;;;;
841;4;90;2;209,99;0,07;;;;;;;;
841;5;100;1;489,99;0,1;;;;;;;;
842;1;81;2;1099,99;0,07;;;;;;;;
842;2;42;1;2299,99;0,1;;;;;;;;
843;1;72;1;619,99;0,1;;;;;;;;
843;2;75;2;599,99;0,1;;;;;;;;
843;3;81;1;1099,99;0,1;;;;;;;;
843;4;23;2;299,99;0,07;;;;;;;;
844;1;79;2;402,99;0,07;;;;;;;;
844;2;12;1;549,99;0,1;;;;;;;;
844;3;83;2;149,99;0,2;;;;;;;;
844;4;48;1;1499,99;0,2;;;;;;;;
844;5;63;2;3499,99;0,05;;;;;;;;
845;1;16;2;599,99;0,2;;;;;;;;
845;2;75;1;599,99;0,2;;;;;;;;
845;3;26;2;599,99;0,05;;;;;;;;
845;4;73;2;749,99;0,2;;;;;;;;
845;5;88;1;189,99;0,05;;;;;;;;
846;1;46;2;1409,99;0,05;;;;;;;;
846;2;47;1;5299,99;0,07;;;;;;;;
846;3;71;1;416,99;0,1;;;;;;;;
846;4;72;2;619,99;0,05;;;;;;;;
846;5;103;2;551,99;0,07;;;;;;;;
847;1;61;2;4999,99;0,05;;;;;;;;
848;1;93;1;209,99;0,07;;;;;;;;
848;2;100;2;489,99;0,2;;;;;;;;
848;3;88;2;189,99;0,2;;;;;;;;
848;4;41;2;1469,99;0,07;;;;;;;;
849;1;109;1;416,99;0,2;;;;;;;;
850;1;101;2;339,99;0,07;;;;;;;;
850;2;5;2;1320,99;0,07;;;;;;;;
850;3;37;1;379,99;0,07;;;;;;;;
851;1;30;1;999,99;0,2;;;;;;;;
851;2;93;1;209,99;0,05;;;;;;;;
852;1;46;2;1409,99;0,07;;;;;;;;
853;1;99;1;299,99;0,05;;;;;;;;
853;2;58;2;4999,99;0,2;;;;;;;;
853;3;42;2;2299,99;0,2;;;;;;;;
853;4;45;1;869,99;0,2;;;;;;;;
853;5;6;1;469,99;0,05;;;;;;;;
854;1;87;1;189,99;0,1;;;;;;;;
855;1;18;1;449;0,1;;;;;;;;
855;2;93;2;209,99;0,2;;;;;;;;
855;3;89;1;209,99;0,2;;;;;;;;
856;1;38;2;549,99;0,05;;;;;;;;
857;1;29;1;999,99;0,2;;;;;;;;
858;1;45;2;869,99;0,2;;;;;;;;
858;2;5;1;1320,99;0,2;;;;;;;;
858;3;14;1;269,99;0,07;;;;;;;;
858;4;73;2;749,99;0,07;;;;;;;;
859;1;38;2;549,99;0,07;;;;;;;;
859;2;13;1;269,99;0,1;;;;;;;;
859;3;14;2;269,99;0,1;;;;;;;;
859;4;71;2;416,99;0,1;;;;;;;;
859;5;36;2;832,99;0,1;;;;;;;;
860;1;6;1;469,99;0,05;;;;;;;;
860;2;24;2;549,99;0,2;;;;;;;;
860;3;25;1;499,99;0,2;;;;;;;;
860;4;58;2;4999,99;0,07;;;;;;;;
860;5;95;2;299,99;0,05;;;;;;;;
861;1;14;2;269,99;0,07;;;;;;;;
861;2;62;1;3499,99;0,2;;;;;;;;
862;1;85;1;329,99;0,05;;;;;;;;
862;2;99;1;299,99;0,2;;;;;;;;
862;3;49;2;3499,99;0,07;;;;;;;;
863;1;93;2;209,99;0,1;;;;;;;;
864;1;37;1;379,99;0,1;;;;;;;;
864;2;65;2;346,99;0,05;;;;;;;;
864;3;13;1;269,99;0,2;;;;;;;;
865;1;109;2;416,99;0,1;;;;;;;;
865;2;34;1;469,99;0,05;;;;;;;;
866;1;88;1;189,99;0,2;;;;;;;;
866;2;67;2;250,99;0,07;;;;;;;;
866;3;80;1;761,99;0,07;;;;;;;;
866;4;13;2;269,99;0,07;;;;;;;;
867;1;101;1;339,99;0,05;;;;;;;;
868;1;46;1;1409,99;0,07;;;;;;;;
869;1;7;1;3999,99;0,2;;;;;;;;
869;2;106;2;449,99;0,05;;;;;;;;
869;3;33;1;469,99;0,05;;;;;;;;
869;4;55;2;2699,99;0,05;;;;;;;;
869;5;65;2;346,99;0,2;;;;;;;;
870;1;63;1;3499,99;0,07;;;;;;;;
871;1;106;1;449,99;0,2;;;;;;;;
871;2;38;1;549,99;0,1;;;;;;;;
871;3;30;2;999,99;0,2;;;;;;;;
871;4;107;2;416,99;0,05;;;;;;;;
872;1;62;2;3499,99;0,07;;;;;;;;
872;2;53;1;749,99;0,1;;;;;;;;
873;1;32;2;469,99;0,1;;;;;;;;
874;1;56;1;5499,99;0,05;;;;;;;;
874;2;27;2;999,99;0,05;;;;;;;;
874;3;73;1;749,99;0,1;;;;;;;;
874;4;77;2;799,99;0,07;;;;;;;;
875;1;5;2;1320,99;0,1;;;;;;;;
875;2;15;2;529,99;0,05;;;;;;;;
875;3;14;1;269,99;0,07;;;;;;;;
875;4;111;1;470,99;0,2;;;;;;;;
876;1;17;2;429;0,2;;;;;;;;
876;2;66;2;250,99;0,2;;;;;;;;
876;3;96;1;349,99;0,07;;;;;;;;
876;4;107;2;416,99;0,05;;;;;;;;
877;1;73;1;749,99;0,07;;;;;;;;
877;2;103;1;551,99;0,1;;;;;;;;
878;1;103;1;551,99;0,2;;;;;;;;
878;2;13;1;269,99;0,1;;;;;;;;
878;3;6;2;469,99;0,2;;;;;;;;
878;4;18;2;449;0,05;;;;;;;;
879;1;100;2;489,99;0,2;;;;;;;;
879;2;2;2;749,99;0,07;;;;;;;;
879;3;83;2;149,99;0,2;;;;;;;;
879;4;82;1;659,99;0,07;;;;;;;;
880;1;28;2;2499,99;0,2;;;;;;;;
880;2;95;1;299,99;0,1;;;;;;;;
880;3;5;1;1320,99;0,07;;;;;;;;
880;4;26;1;599,99;0,1;;;;;;;;
880;5;66;1;250,99;0,2;;;;;;;;
881;1;98;1;489,99;0,07;;;;;;;;
881;2;50;1;5999,99;0,2;;;;;;;;
881;3;64;2;489,99;0,05;;;;;;;;
881;4;67;1;250,99;0,1;;;;;;;;
882;1;63;2;3499,99;0,07;;;;;;;;
882;2;108;2;449,99;0,2;;;;;;;;
882;3;57;2;1999,99;0,07;;;;;;;;
883;1;44;1;539,99;0,05;;;;;;;;
883;2;5;2;1320,99;0,05;;;;;;;;
884;1;49;2;3499,99;0,05;;;;;;;;
884;2;69;2;416,99;0,07;;;;;;;;
884;3;46;2;1409,99;0,2;;;;;;;;
884;4;10;1;1549;0,1;;;;;;;;
884;5;21;2;269,99;0,05;;;;;;;;
885;1;106;1;449,99;0,07;;;;;;;;
885;2;43;1;5299,99;0,1;;;;;;;;
886;1;47;1;5299,99;0,05;;;;;;;;
886;2;30;1;999,99;0,05;;;;;;;;
887;1;50;2;5999,99;0,05;;;;;;;;
887;2;70;1;659,99;0,1;;;;;;;;
888;1;33;2;469,99;0,1;;;;;;;;
888;2;26;2;599,99;0,2;;;;;;;;
889;1;12;2;549,99;0,1;;;;;;;;
890;1;16;2;599,99;0,1;;;;;;;;
890;2;105;2;533,99;0,1;;;;;;;;
890;3;52;1;875,99;0,05;;;;;;;;
890;4;67;1;250,99;0,1;;;;;;;;
890;5;65;2;346,99;0,1;;;;;;;;
891;1;107;2;416,99;0,1;;;;;;;;
891;2;32;1;469,99;0,05;;;;;;;;
891;3;35;2;832,99;0,1;;;;;;;;
891;4;50;1;5999,99;0,1;;;;;;;;
892;1;36;1;832,99;0,1;;;;;;;;
892;2;9;2;2999,99;0,2;;;;;;;;
892;3;50;2;5999,99;0,07;;;;;;;;
892;4;88;1;189,99;0,05;;;;;;;;
893;1;67;2;250,99;0,05;;;;;;;;
893;2;45;1;869,99;0,07;;;;;;;;
894;1;101;2;339,99;0,2;;;;;;;;
895;1;106;1;449,99;0,07;;;;;;;;
896;1;91;2;349,99;0,05;;;;;;;;
896;2;10;1;1549;0,05;;;;;;;;
897;1;105;1;533,99;0,05;;;;;;;;
897;2;96;1;349,99;0,05;;;;;;;;
898;1;45;2;869,99;0,2;;;;;;;;
898;2;16;1;599,99;0,07;;;;;;;;
898;3;57;2;1999,99;0,2;;;;;;;;
898;4;69;2;416,99;0,07;;;;;;;;
899;1;59;2;2599,99;0,1;;;;;;;;
899;2;17;1;429;0,1;;;;;;;;
899;3;6;1;469,99;0,2;;;;;;;;
900;1;26;2;599,99;0,05;;;;;;;;
900;2;108;1;449,99;0,07;;;;;;;;
900;3;89;1;209,99;0,2;;;;;;;;
900;4;61;2;4999,99;0,05;;;;;;;;
900;5;28;2;2499,99;0,07;;;;;;;;
901;1;50;1;5999,99;0,2;;;;;;;;
901;2;43;1;5299,99;0,07;;;;;;;;
902;1;38;2;549,99;0,07;;;;;;;;
902;2;92;1;209,99;0,07;;;;;;;;
902;3;12;1;549,99;0,2;;;;;;;;
902;4;76;2;299,99;0,05;;;;;;;;
